GSE	geo_accession	xpType	RefDye	Note	Group	Ignore	XP	Batch	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	source_name_ch1	source_name_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch2.4	characteristics_ch2.5	characteristics_ch1	characteristics_ch2	platform_id	description.9	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8
GSE47147	GSM1145710	2CDirect	Cy3		A	0	1		0	TLR7	GOF				TMD8	TMD8 shTLR7 - day 2 - mAdbID:123813	"TMD8, shTLR7, 48 hr"	"TMD8, shControl, 48 hr"	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shTLR7	time point: day 2	NA	NA	NA	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shControl	time point: day 2	NA	tissue: blood	tissue: blood	GPL4133	NA	mAdb experiment ID: 123813	NA	NA	NA	NA	NA	NA	NA	NA
GSE47147	GSM1145711	2CDirect	Cy3		B	0	1		0	TLR9	GOF				TMD8	TMD8 shTLR9 - day 1 - mAdbID:123814	"TMD8, shTLR9, 24 hr"	"TMD8, shControl, 24 hr"	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shTLR9	time point: day 1	NA	NA	NA	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shControl	time point: day 1	NA	tissue: blood	tissue: blood	GPL4133	NA	mAdb experiment ID: 123814	NA	NA	NA	NA	NA	NA	NA	NA
GSE47147	GSM1145712	2CDirect	Cy3		B	0	1		0	TLR9	GOF				TMD8	TMD8 shTLR9 - day 2 - mAdbID:123815	"TMD8, shTLR9, 48 hr"	"TMD8, shControl, 48 hr"	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shTLR9	time point: day 2	NA	NA	NA	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shControl	time point: day 2	NA	tissue: blood	tissue: blood	GPL4133	NA	mAdb experiment ID: 123815	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE58756	GSM1419095	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		1	(WT)		(Veh)	0h		B lymphocytes	AM14 WT Untreated - 0 hour - mAdbID:123204	Unstimulated Pooled B-cell Control	Unstimulated AM14 WT - 0 hour	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: WT	treatment: Unstimulated	time: 0 hour	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123204	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419096	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		1	(WT)		PL2-3	6h	1 ug/ml	B lymphocytes	AM14 WT PL2-3 Treated - 6 hours - mAdbID:123205	Unstimulated Pooled B-cell Control	AM14 WT PL2-3 Treated - 6 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: WT	treatment: PL2-3	time: 6 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123205	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419097	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		1	(WT)		PL2-3	24h	1 ug/ml	B lymphocytes	AM14 WT PL2-3 Treated - 24 hours - mAdbID:123206	Unstimulated Pooled B-cell Control	AM14 WT PL2-3 Treated - 24 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: WT	treatment: PL2-3	time: 24 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123206	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419098	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		1	(WT)		PL2-3	42h	1 ug/ml	B lymphocytes	AM14 WT PL2-3 Treated - 42 hours - mAdbID:123207	Unstimulated Pooled B-cell Control	AM14 WT PL2-3 Treated - 42 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: WT	treatment: PL2-3	time: 42 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123207	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419099	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7	LOF	(Veh)	0h		B lymphocytes	AM14 TLR7 KO Untreated - 0 hour - mAdbID:123208	Unstimulated Pooled B-cell Control	Unstimulated AM14 TLR7 KO - 0 hour	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7-/- gene knock out	treatment: Unstimulated	time: 0 hour	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123208	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419100	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7	LOF	PL2-3	6h	1 ug/ml	B lymphocytes	AM14 TLR7 KO PL2-3 Treated - 6 hours - mAdbID:123209	Unstimulated Pooled B-cell Control	AM14 TLR7 KO PL2-3 Treated - 6 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7-/- gene knock out	treatment: PL2-3	time: 6 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123209	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419101	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7	LOF	PL2-3	24h	1 ug/ml	B lymphocytes	AM14 TLR7 KO PL2-3 Treated - 24 hours - mAdbID:123210	Unstimulated Pooled B-cell Control	AM14 TLR7 KO PL2-3 Treated - 24 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7-/- gene knock out	treatment: PL2-3	time: 24 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123210	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419102	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7	LOF	PL2-3	42h	1 ug/ml	B lymphocytes	AM14 TLR7 KO PL2-3 Treated - 42 hours - mAdbID:123211	Unstimulated Pooled B-cell Control	AM14 TLR7 KO PL2-3 Treated - 42 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7-/- gene knock out	treatment: PL2-3	time: 42 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123211	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419103	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR9	LOF	(Veh)	0h		B lymphocytes	AM14 TLR9 KO Untreated - 0 hour - mAdbID:123212	Unstimulated Pooled B-cell Control	Unstimulated AM14 TLR9 KO - 0 hour	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr9-/- gene knock out	treatment: Unstimulated	time: 0 hour	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123212	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419104	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR9	LOF	PL2-3	6h	1 ug/ml	B lymphocytes	AM14 TLR9 KO PL2-3 Treated - 6 hours - mAdbID:123213	Unstimulated Pooled B-cell Control	AM14 TLR9 KO PL2-3 Treated - 6 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr9-/- gene knock out	treatment: PL2-3	time: 6 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123213	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419105	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR9	LOF	PL2-3	24h	1 ug/ml	B lymphocytes	AM14 TLR9 KO PL2-3 Treated - 24 hours - mAdbID:123214	Unstimulated Pooled B-cell Control	AM14 TLR9 KO PL2-3 Treated - 24 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr9-/- gene knock out	treatment: PL2-3	time: 24 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123214	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419106	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR9	LOF	PL2-3	42h	1 ug/ml	B lymphocytes	AM14 TLR9 KO PL2-3 Treated - 42 hours - mAdbID:123215	Unstimulated Pooled B-cell Control	AM14 TLR9 KO PL2-3 Treated - 42 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr9-/- gene knock out	treatment: PL2-3	time: 42 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123215	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419107	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7;TLR9	LOF	(Veh)	0h		B lymphocytes	AM14 TLR7 TLR9 KO Untreated - 0 hour - mAdbID:123216	Unstimulated Pooled B-cell Control	Unstimulated AM14 TLR7 TLR9 KO - 0 hour	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7/9-/- gene knock out	treatment: Unstimulated	time: 0 hour	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123216	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419108	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7;TLR9	LOF	PL2-3	6h	1 ug/ml	B lymphocytes	AM14 TLR7 TLR9 KO PL2-3 Treated - 6 hours - mAdbID:123217	Unstimulated Pooled B-cell Control	AM14 TLR7 TLR9 KO PL2-3 Treated - 6 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7/9-/- gene knock out	treatment: PL2-3	time: 6 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123217	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419109	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7;TLR9	LOF	PL2-3	24h	1 ug/ml	B lymphocytes	AM14 TLR7 TLR9 KO PL2-3 Treated - 24 hours - mAdbID:123218	Unstimulated Pooled B-cell Control	AM14 TLR7 TLR9 KO PL2-3 Treated - 24 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7/9-/- gene knock out	treatment: PL2-3	time: 24 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123218	NA	NA	NA	NA	NA	NA	NA	NA
GSE58756	GSM1419110	2CCommonRef|TS	Cy3	"No replicates, try alternative analysis?"	1	0	1		0	TLR7;TLR9	LOF	PL2-3	42h	1 ug/ml	B lymphocytes	AM14 TLR7 TLR9 KO PL2-3 Treated - 42 hours - mAdbID:123219	Unstimulated Pooled B-cell Control	AM14 TLR7 TLR9 KO PL2-3 Treated - 42 hours	tissue: spleen	cell type: B cells	genotype/variation: gene knock out	"genotype/variation: WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-"	"other: Sample Pooling Protocol: Pool of unstimulated AM14 B cell RNAs from all genotypes (WT, Tlr7-/-, Tlr9-/- and Tlr7/9-/-)."	NA	NA	tissue: spleen	cell type: B cells	genotype/variation: Tlr7/9-/- gene knock out	treatment: PL2-3	time: 42 hours	strain: AM14	strain: AM14	GPL13912	NA	mAdb experiment ID: 123219	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE65309	GSM1592196	1C			a	0	1		1			(Veh)			Dermal Monocytes	BMN_BC1_MoGene	Monocytes.Dermis	NA	cell type: Dermal Monocytes	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChiMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592197	1C			a	0	1		1			(Veh)			Dermal Monocytes	BMN_BC2_MoGene	Monocytes.Dermis	NA	cell type: Dermal Monocytes	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChiMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592198	1C			a	0	1		1			(Veh)			Dermal Monocytes	BMN_BC4_MoGene	Monocytes.Dermis	NA	cell type: Dermal Monocytes	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChiMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592199	1C			A	0	1		0			imiquimod	5d	5%	Dermal Monocytes	BMN_FH2_MoGene	Monocytes.Dermis.IMQ.D5	NA	cell type: Dermal Monocytes	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChiMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592200	1C			A	0	1		0			imiquimod	5d	5%	Dermal Monocytes	BMN_FH3_MoGene	Monocytes.Dermis.IMQ.D5	NA	cell type: Dermal Monocytes	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChiMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592201	1C			A	0	1		0			imiquimod	5d	5%	Dermal Monocytes	BMN_FH4_MoGene	Monocytes.Dermis.IMQ.D5	NA	cell type: Dermal Monocytes	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChiMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592202	1C			a	0	1		1			(Veh)			Dermal Ly-6Chigh moDCs	BMN_BD1_MoGene	Ly6ChighmoDC.Dermis	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592203	1C			a	0	1		1			(Veh)			Dermal Ly-6Chigh moDCs	BMN_BD2_MoGene	Ly6ChighmoDC.Dermis	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592204	1C			a	0	1		1			(Veh)			Dermal Ly-6Chigh moDCs	BMN_BD4_MoGene	Ly6ChighmoDC.Dermis	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592205	1C			B	0	1		0			imiquimod	5d	5%	Dermal Ly-6Chigh moDCs	BMN_FI2_MoGene	Ly6ChighmoDC.Dermis.IMQ.D5	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592206	1C			B	0	1		0			imiquimod	5d	5%	Dermal Ly-6Chigh moDCs	BMN_FI3_MoGene	Ly6ChighmoDC.Dermis.IMQ.D5	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592207	1C			B	0	1		0			imiquimod	5d	5%	Dermal Ly-6Chigh moDCs	BMN_FI4_MoGene	Ly6ChighmoDC.Dermis.IMQ.D5	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592208	1C			A	0	1		0			imiquimod	11d	5%	Dermal Ly-6Chigh moDCs	BMN_GF1_MoGene	Ly6ChighmoDC.Dermis.IMQ.D11	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: 11 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592209	1C			A	0	1		0			imiquimod	11d	5%	Dermal Ly-6Chigh moDCs	BMN_GF2_MoGene	Ly6ChighmoDC.Dermis.IMQ.D11	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: 11 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592210	1C			A	0	1		0			imiquimod	11d	5%	Dermal Ly-6Chigh moDCs	BMN_GF3_MoGene	Ly6ChighmoDC.Dermis.IMQ.D11	NA	cell type: Dermal Ly-6Chigh moDCs	treatment: 11 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64lowCCR2+Ly-6ChighMHCII+	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592211	1C			a	0	1		1			(Veh)			Dermal MHCIIlow Macrophages	BMN_BG1_MoGene	MHCIIlowMF.Dermis	NA	cell type: Dermal MHCIIlow Macrophages	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592212	1C			a	0	1		1			(Veh)			Dermal MHCIIlow Macrophages	BMN_BG2_MoGene	MHCIIlowMF.Dermis	NA	cell type: Dermal MHCIIlow Macrophages	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592213	1C			a	0	1		1			(Veh)			Dermal MHCIIlow Macrophages	BMN_BG4_MoGene	MHCIIlowMF.Dermis	NA	cell type: Dermal MHCIIlow Macrophages	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592214	1C			A	0	1		0			imiquimod	5d	5%	Dermal MHCIIlow Macrophages	BMN_FQ2_MoGene	MHCIIlowMF.Dermis.IMQ.D5	NA	cell type: Dermal MHCII low Macrophages	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592215	1C			B	0	1		0			imiquimod	5d	5%	Dermal MHCIIlow Macrophages	BMN_FQ3_MoGene	MHCIIlowMF.Dermis.IMQ.D5	NA	cell type: Dermal MHCIIlow Macrophages	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592216	1C			B	0	1		0			imiquimod	5d	5%	Dermal MHCIIlow Macrophages	BMN_FQ4_MoGene	MHCIIlowMF.Dermis.IMQ.D5	NA	cell type: Dermal MHCIIlow Macrophages	treatment: 5 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592217	1C			A	0	1		0			imiquimod	11d	5%	Dermal MHCIIlow Macrophages	BMN_GB1_MoGene	MHCIIlowMF.Dermis.IMQ.D11	NA	cell type: Dermal MHCIIlow Macrophages	treatment: 11 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592218	1C			A	0	1		0			imiquimod	11d	5%	Dermal MHCIIlow Macrophages	BMN_GB2_MoGene	MHCIIlowMF.Dermis.IMQ.D11	NA	cell type: Dermal MHCIIlow Macrophages	treatment: 11 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592219	1C			A	0	1		0			imiquimod	11d	5%	Dermal MHCIIlow Macrophages	BMN_GB3_MoGene	MHCIIlowMF.Dermis.IMQ.D11	NA	cell type: Dermal MHCIIlow Macrophages	treatment: 11 days of IMQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIlow	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592220	1C			a	0	1		1			(Veh)			Dermal MHCIIhi Macrophages	BMN_BF1_MoGene	MHCIIhighMF.Dermis	NA	cell type: Dermal MHCIIhi Macrophages	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIhi	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE65309	GSM1592221	1C			a	0	1		1			(Veh)			Dermal MHCIIhi Macrophages	BMN_BF2_MoGene	MHCIIhighMF.Dermis	NA	cell type: Dermal MHCIIhi Macrophages	treatment: Untreated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell population: CD11b+CD64hiCCR2lowLy-6ClowMHCIIhi	NA	GPL6246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
