GSE	xpType	RefDye	Group	Ignore	XP	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BSMMapped	BioSampName	Comment	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	source_name_ch2	characteristics_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6
GSE15066	2CCommonRefDyeSwap	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		media_6hrs_replica1 (M1_6hrsCy5)	GSM376983	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_6hrs_replica1	cell line: RAW264.7 macrophages				treatment: media contro	: time: 6 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica2 (M2_24hrsCy3)	GSM376984	media_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica2 (M2_24hrsCy5)	GSM376985	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_24hrs_replica2	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		media_6hrs_replica2 (M2_6hrsCy3)	GSM376986	media_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 6 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		media_6hrs_replica2 (M2_6hrsCy5)	GSM376987	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_6hrs_replica2	cell line: RAW264.7 macrophages				treatment: media control	time: 6 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica3 (M3_24hrsCy3)	GSM376988	media_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica3 (M3_24hrsCy5)	GSM376989	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_24hrs_replica3	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		media_6hrs_replica3 (M3_6hrsCy3)	GSM376990	media_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 6 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		media_6hrs_replica3 (M3_6hrsCy5)	GSM376991	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_6hrs_replica3	cell line: RAW264.7 macrophages				treatment: media control	time: 6 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica4 (M4_24hrsCy3)	GSM376992	media_24hrs_replica4	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica4 (M4_24hrsCy5)	GSM376993	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_24hrs_replica4	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica5 (M5_24hrsCy3)	GSM376994	media_24hrs_replica5	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica5 (M5_24hrsCy5)	GSM376995	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_24hrs_replica5	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica6 (M6_24hrsCy3)	GSM376996	media_24hrs_replica6	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica6 (M6_24hrsCy5)	GSM376997	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_24hrs_replica6	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	C	0	0	0			pIC	24h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_24hrs_replica1 (PLC1_24hrsCy3)	GSM376998	PLC_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	C	0	0	0			pIC	24h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_24hrs_replica1 (PLC1_24hrsCy5)	GSM376999	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	PLC_24hrs_replica1	cell line: RAW264.7 macrophages				treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	F	0	0	0			pIC	6h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_6hrs_replica1 (PLC1_6hrsCy3)	GSM377000	PLC_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	F	0	0	0			pIC	6h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_6hrs_replica1 (PLC1_6hrsCy5)	GSM377001	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	PLC_6hrs_replica1	cell line: RAW264.7 macrophages				treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	C	0	0	0			pIC	24h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_24hrs_replica2 (PLC2_24hrsCy3)	GSM377002	PLC_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	C	0	0	0			pIC	24h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_24hrs_replica2 (PLC2_24hrsCy5)	GSM377003	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	PLC_24hrs_replica2	cell line: RAW264.7 macrophages				treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	F	0	0	0			pIC	6h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_6hrs_replica2 (PLC2_6hrsCy3)	GSM377004	PLC_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	F	0	0	0			pIC	6h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_6hrs_replica2 (PLC2_6hrsCy5)	GSM377005	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	PLC_6hrs_replica2	cell line: RAW264.7 macrophages				treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	C	0	0	0			pIC	24h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_24hrs_replica3 (PLC3_24hrsCy3)	GSM377006	PLC_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	C	0	0	0			pIC	24h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_24hrs_replica3 (PLC3_24hrsCy5)	GSM377007	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	PLC_24hrs_replica3	cell line: RAW264.7 macrophages				treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	F	0	0	0			pIC	6h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_6hrs_replica3 (PLC3_6hrsCy3)	GSM377008	PLC_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	F	0	0	0			pIC	6h	0.25 ug/mL	NA	RAW264.7 macrophages		PLC_6hrs_replica3 (PLC3_6hrsCy5)	GSM377009	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	PLC_6hrs_replica3	cell line: RAW264.7 macrophages				treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	NA	NA	NA
				NA	NA	NA						NA																													
GSE15416	2CCommonRef	Cy3	A	0	0	0			CpG	12h		NA	RAW264.7 macrophages		CpG ODN - 12 hr - repeat 1 - mAdbID:91354	GSM386943	Universal Mouse Reference RNA	mAdb experiment ID: 91354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	a	0	0	1			(Veh)	12h		NA	RAW264.7 macrophages		Untreated - 12 hr - repeat 1 - mAdbID:91355	GSM386944	Universal Mouse Reference RNA	mAdb experiment ID: 91355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	Untreated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	B	0	0	0			CpG;pIC	12h		NA	RAW264.7 macrophages		CpG ODN and poly(I:C) - 12 hr - repeat 1 - mAdbID:91589	GSM386945	Universal Mouse Reference RNA	mAdb experiment ID: 91589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN and ploy(I:C) Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	B	0	0	0			CpG;pIC	12h		NA	RAW264.7 macrophages		CpG ODN and poly(I:C) - 12 hr - repeat 2 - mAdbID:91591	GSM386946	Universal Mouse Reference RNA	mAdb experiment ID: 91591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN and ploy(I:C) Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	a	0	0	1			(Veh)	12h		NA	RAW264.7 macrophages		Untreated - 12 hr - repeat 2 - mAdbID:91592	GSM386947	Universal Mouse Reference RNA	mAdb experiment ID: 91592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	Untreated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	a	0	0	1			(Veh)	12h		NA	RAW264.7 macrophages		Untreated - 12 hr - repeat 3 - mAdbID:91709	GSM386948	Universal Mouse Reference RNA	mAdb experiment ID: 91709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	Untreated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	B	0	0	0			CpG;pIC	12h		NA	RAW264.7 macrophages		CpG ODN and poly(I:C) - 12 hr - repeat 3 - mAdbID:91712	GSM386949	Universal Mouse Reference RNA	mAdb experiment ID: 91712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN and ploy(I:C) Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	A	0	0	0			CpG	12h		NA	RAW264.7 macrophages		CpG ODN - 12 hr - repeat 3 - mAdbID:91714	GSM386950	Universal Mouse Reference RNA	mAdb experiment ID: 91714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	D	0	0	0			CpG	4h		NA	RAW264.7 macrophages		CpG ODN - 4 hr - repeat 1 - mAdbID:91767	GSM386951	Universal Mouse Reference RNA	mAdb experiment ID: 91767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	F	0	0	0			pIC	4h		NA	RAW264.7 macrophages		poly(I:C) - 4 hr - repeat 1 - mAdbID:91768	GSM386952	Universal Mouse Reference RNA	mAdb experiment ID: 91768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	poly(I:C) Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	E	0	0	0			CpG;pIC	4h		NA	RAW264.7 macrophages		CpG ODN and poly(I:C) - 4 hr - repeat 1 - mAdbID:91769	GSM386953	Universal Mouse Reference RNA	mAdb experiment ID: 91769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN and ploy(I:C) Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	b	0	0	1			(Veh)	4h		NA	RAW264.7 macrophages		Untreated - 4 hr - repeat 2 - mAdbID:91770	GSM386954	Universal Mouse Reference RNA	mAdb experiment ID: 91770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	Untreated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	E	0	0	0			CpG;pIC	4h		NA	RAW264.7 macrophages		CpG ODN and poly(I:C) - 4 hr - repeat 3 - mAdbID:92147	GSM386955	Universal Mouse Reference RNA	mAdb experiment ID: 92147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN and ploy(I:C) Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	E	0	0	0			CpG;pIC	4h		NA	RAW264.7 macrophages		CpG ODN and poly(I:C) - 4 hr - repeat 2 - mAdbID:92149	GSM386956	Universal Mouse Reference RNA	mAdb experiment ID: 92149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN and ploy(I:C) Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	D	0	0	0			CpG	4h		NA	RAW264.7 macrophages		CpG ODN - 4 hr - repeat 2 - mAdbID:92397	GSM386957	Universal Mouse Reference RNA	mAdb experiment ID: 92397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	F	0	0	0			pIC	4h		NA	RAW264.7 macrophages		poly(I:C) - 4 hr - repeat 2 - mAdbID:92400	GSM386958	Universal Mouse Reference RNA	mAdb experiment ID: 92400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	poly(I:C) Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	b	0	0	1			(Veh)	4h		NA	RAW264.7 macrophages		Untreated - 4 hr - repeat 1 - mAdbID:92403	GSM386959	Universal Mouse Reference RNA	mAdb experiment ID: 92403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	Untreated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	b	0	0	1			(Veh)	4h		NA	RAW264.7 macrophages		Untreated - 4 hr - repeat 3 - mAdbID:92653	GSM386960	Universal Mouse Reference RNA	mAdb experiment ID: 92653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	Untreated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	D	0	0	0			CpG	4h		NA	RAW264.7 macrophages		CpG ODN - 4 hr - repeat 3 - mAdbID:92658	GSM386961	Universal Mouse Reference RNA	mAdb experiment ID: 92658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	F	0	0	0			pIC	4h		NA	RAW264.7 macrophages		poly(I:C) - 4 hr - repeat 3 - mAdbID:92661	GSM386962	Universal Mouse Reference RNA	mAdb experiment ID: 92661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	poly(I:C) Treated - 4 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	A	0	0	0			CpG	12h		NA	RAW264.7 macrophages		CpG ODN - 12 hr - repeat 2 - mAdbID:93892	GSM386963	Universal Mouse Reference RNA	mAdb experiment ID: 93892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	CpG ODN Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	C	0	0	0			pIC	12h		NA	RAW264.7 macrophages		poly(I:C) - 12 hr - repeat 2 - mAdbID:93898	GSM386964	Universal Mouse Reference RNA	mAdb experiment ID: 93898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	poly(I:C) Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	C	0	0	0			pIC	12h		NA	RAW264.7 macrophages		poly(I:C) - 12 hr - repeat 1 - mAdbID:93922	GSM386965	Universal Mouse Reference RNA	mAdb experiment ID: 93922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	poly(I:C) Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
GSE15416	2CCommonRef	Cy3	C	0	0	0			pIC	12h		NA	RAW264.7 macrophages		poly(I:C) - 12 hr - repeat 3 - mAdbID:93929	GSM386966	Universal Mouse Reference RNA	mAdb experiment ID: 93929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL8350	"cell type: mixture of B-lymphocyte, embryo, kidney, liver, macrophages, mammary gland, muscle, skin, testis, T-lymphocyte"	poly(I:C) Treated - 12 hours	cell line: RAW 264.7	NA	NA	NA	cell type: Macrophages	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE21548	2CCommonRefDyeSwap|TS	Cy5	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		LIST_LPS1_24hrsCy3	GSM538460	LIST_LPS_24hrs_replica1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		LIST_LPS1_24hrsCy5	GSM538461	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	LIST_LPS_24hrs_replica1	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		LIST_LPS1_6hrsCy3	GSM538462	LIST_LPS_6hrs_replica1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.05 ug/mL	time: 6 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		LIST_LPS1_6hrsCy5	GSM538463	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	LIST_LPS_6hrs_replica1	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.05 ug/mL	time: 6 hrs	NA	NA	NA
